4099,0.45,0.4125,A19
3360,0.65,0.5,A19
6332,0.7,0.65,A19
6517,0.65,0.6,A19
8289,0.4,0.35,A19
1870,0.55,0.5,A19
1881,0.4,0.35,A19
9663,0.2625,0.3,A19
8285,0.3,0.3375,A19
8772,0.2,0.25,A19
6926,0.5,0.55,A19
8692,0.25,0.3,A19
1384,0.35,0.4,A19
5757,0.3375,0.375,A19
9986,0.4125,0.4875,A19
9995,0.55,0.6,A19
1780,0.4,0.45,A19
2107,0.45,0.5,A19
5998,0.5,0.55,A19
2487,0.225,0.2625,A19
8182,0.3375,0.375,A19
7321,0.2,0.25,A19
3183,0.3375,0.375,A19
4926,0.45,0.4875,A19
5013,0.6,0.65,A19
9381,0.413,0.45,A19
6187,0.2,0.3,A19
8131,0.3375,0.375,A19
9919,0.375,0.4125,A19
8217,0.5,0.55,A19
6616,0.6238,0.8,A19
4212,0.55,0.6,A19
9385,0.1875,0.2625,A19
4116,0.7,0.75,A19
9993,0.3,0.3375,A19
6904,0.3,0.35,A19
7637,0.45,0.5,A19
9902,0.4125,0.45,A19
6745,0.35,0.4,A19
2883,0.3,0.35,A19
4100,0.55,0.6,A19
5902,0.6,0.65,A19
8168,0.45,0.5,A19
9994,0.25,0.3,A19
7417,0.4875,0.525,A19
8387,0.525,0.5625,A19
4319,0.45,0.5,A19
3205,0.5,0.55,A19
9437,0.3,0.35,A19
3393,0.3,0.35,A19
5659,0.35,0.4,A19
6333,0.55,0.65,A19
7322,0.525,0.5625,A19
1949,0.35,0.4,A19
3738,0.2,0.3,A19
8160,0.75,0.8,A19
9726,0.3,0.35,A19
9619,0.65,0.7,A19
5807,0.3,0.35,A19
3169,0.4,0.45,A19
2687,0.4,0.45,A19
6544,0.3,0.45,A19
8563,0.6,0.65,A19
5970,0.4,0.45,A19
8059,0.65,0.7,A19
7198,0.4,0.6,A19
4091,0.3,0.35,A19
6617,0.5,0.55,A19
5981,0.6,0.7,A19
8075,0.4,0.45,A19
9325,0.25,0.3,A19
6989,0.65,0.7,A19
6165,0.5,0.65,A19
8842,0.35,0.4,A19
2749,0.5,0.55,A19
8593,0.4,0.45,A19
6287,0.55,0.65,A19
